Applicant_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Employment_Years,Home_Ownership,Number_of_Dependents,Monthly_Income,Annual_Income,Credit_Limit,Credit_Utilization,Credit_History_Years,Total_Credit_Accounts,Open_Credit_Lines,Credit_Cards,Installment_Accounts,Real_Estate_Loans,Debt_Ratio,Total_Debt,Loan_Amount,Loan_Term_Months,Interest_Rate,Loan_Purpose,Region,Credit_Inquiries_6M,Times_30_59_Days_Past_Due,Times_60_89_Days_Past_Due,Times_90_Plus_Days_Past_Due,Times_120_Plus_Days_Past_Due,Late_Payment_Count,Previous_Bankruptcies,Tax_Liens,Delinquency_History,Has_Employment_Income,SeriousDlqin2yrs
101852,66,Male,Widowed,Bachelor,Employed,7.8,Mortgage,0.0,6404.0,76848.0,28457.0,0.6324,13.5,8,3,7,5,2,0.756,26544.0,72662.0,60,7.73,Medical,Central,1,0,0,2,0,2,0,0,1,Yes,0
101853,31,Male,Single,Diploma,Employed,19.1,Mortgage,2.0,5734.0,68808.0,20601.0,0.0538,13.4,9,2,7,2,2,0.6465,15047.0,71017.0,36,12.81,Debt Consolidation,Central,0,0,1,0,0,1,0,0,0,Yes,0
101854,56,Male,Single,Bachelor,Employed,16.7,Mortgage,0.0,3051.0,36612.0,16950.0,0.1318,,11,5,5,1,2,0.1242,4762.0,24316.0,60,5.93,Business,West,0,1,0,0,0,1,0,0,0,Yes,0
101855,57,Female,Divorced,Bachelor,Employed,16.1,Own,4.0,7302.0,87624.0,47537.0,0.5376,13.5,11,11,4,5,2,0.96,83529.0,78843.0,84,8.27,Auto,South,1,0,0,0,0,0,1,0,0,Yes,1
101856,37,Female,Divorced,Master,Employed,7.5,Rent,1.0,8487.0,101844.0,56882.0,0.3545,3.6,5,4,1,2,0,0.8142,69350.0,51811.0,36,10.82,Business,East,4,0,0,1,0,1,0,0,1,Yes,0
101857,62,Male,Married,Doctorate,Employed,19.0,Mortgage,0.0,4854.0,58248.0,26754.0,1.021,11.0,10,6,5,3,2,0.235,5865.0,20532.0,24,7.06,Auto,South,1,1,1,1,0,3,0,0,0,Yes,1
101858,42,Female,Single,Master,Self-Employed,10.4,Mortgage,1.0,7836.0,94032.0,51135.0,0.1171,11.7,12,4,5,2,2,0.9721,98038.0,47763.0,60,7.84,Debt Consolidation,West,0,2,0,0,0,2,0,0,0,Yes,0
101859,48,Male,Married,High School,Self-Employed,3.0,Mortgage,0.0,4548.0,54576.0,26770.0,0.1423,2.0,5,8,3,4,1,0.8652,42036.0,40414.0,12,13.24,Medical,Central,1,0,0,0,0,0,0,0,0,Yes,0
101860,48,Male,Married,Bachelor,Self-Employed,1.6,Mortgage,1.0,8507.0,102084.0,43614.0,0.1312,18.5,19,7,6,6,1,1.0413,87634.0,92590.0,36,9.97,Debt Consolidation,West,1,0,0,0,0,0,0,0,0,Yes,0
101861,43,Male,Married,Bachelor,Employed,2.5,Rent,0.0,9954.0,119448.0,54896.0,0.3603,3.4,7,7,5,3,1,0.8021,114690.0,117308.0,60,10.73,Business,North,1,2,0,0,1,2,0,0,0,Yes,1
101862,55,Male,Married,High School,Self-Employed,19.0,Mortgage,1.0,9864.0,118368.0,69199.0,0.2342,11.9,13,7,6,2,2,0.6808,65726.0,54593.0,72,12.59,Home,West,0,0,0,0,0,0,0,0,0,Yes,0
101863,55,Male,Married,Bachelor,Employed,6.8,Own,1.0,,71256.0,27148.0,0.215,10.9,13,7,4,2,0,0.4044,17283.0,17508.0,60,9.47,Debt Consolidation,East,0,0,1,0,0,1,0,0,0,Yes,0
101864,24,Female,Widowed,Master,Employed,2.6,Rent,0.0,2798.0,33576.0,13536.0,0.3572,5.7,12,5,3,4,2,0.2078,4345.0,24481.0,84,12.77,Auto,South,2,0,0,0,0,0,0,0,0,Yes,0
101865,61,Female,Single,Bachelor,Employed,13.8,Mortgage,2.0,3695.0,44340.0,24357.0,0.3268,15.0,7,12,2,1,1,0.663,34894.0,64943.0,36,12.31,Business,South,1,0,0,0,0,0,0,0,0,Yes,0
101866,25,Male,Married,High School,Employed,11.7,Own,2.0,8098.0,97176.0,23746.0,0.5359,8.9,19,11,10,3,3,0.38,34818.0,107624.0,48,9.16,Personal,Central,2,0,1,1,0,2,0,0,0,Yes,1
101867,57,Female,Married,Master,Employed,14.9,Mortgage,2.0,27017.0,324204.0,210261.0,0.3844,3.0,9,8,4,4,3,0.3181,113456.0,383842.0,60,9.14,Business,Central,2,0,0,0,0,0,0,0,0,Yes,0
101868,59,Female,Divorced,Bachelor,Unemployed,10.7,Own,,4407.0,52884.0,21047.0,0.632,5.0,9,9,5,1,0,0.4419,24535.0,68917.0,72,6.36,Home,South,0,1,0,0,0,1,0,0,0,No,0
101869,32,Male,Married,Master,Employed,11.8,Mortgage,0.0,7397.0,88764.0,53130.0,0.8132,24.3,8,5,10,7,2,0.6882,52567.0,35685.0,24,5.84,Business,West,0,0,0,0,0,0,0,0,1,Yes,0
101870,40,Female,Married,Diploma,Unemployed,19.2,Own,1.0,3832.0,45984.0,11871.0,0.6395,7.4,11,8,12,3,2,0.6231,20334.0,44986.0,24,10.82,Business,North,0,0,1,0,0,1,0,0,0,No,0
101871,32,Male,Single,Doctorate,Employed,4.0,Own,2.0,2920.0,35040.0,11468.0,0.2877,12.9,14,5,6,6,2,0.3155,4424.0,32165.0,72,6.02,Home,North,1,0,1,0,0,1,0,1,0,Yes,1
101872,42,Female,Married,Bachelor,Self-Employed,13.7,Mortgage,,3544.0,42528.0,28539.0,0.5787,21.4,9,6,7,3,1,0.5643,21785.0,15156.0,36,10.7,Home,North,1,1,0,0,0,1,0,0,1,Yes,0
101873,41,Female,Divorced,Doctorate,Employed,3.9,Mortgage,,1421.0,17052.0,7397.0,0.2115,4.7,14,13,5,2,0,1.1789,8026.0,6853.0,48,9.98,Auto,South,0,0,0,0,0,0,0,0,0,Yes,0
101874,54,Male,Single,High School,Unemployed,9.8,Mortgage,1.0,13256.0,159072.0,96964.0,0.6473,9.4,7,1,2,3,0,0.6304,56533.0,162787.0,12,8.63,Education,West,1,1,0,0,0,1,0,0,0,No,0
101875,61,Male,Divorced,Master,Self-Employed,7.5,Mortgage,0.0,1291.0,15492.0,12323.0,0.2765,7.5,13,10,6,4,2,0.1485,2554.0,1000.0,36,5.0,Home,South,1,0,0,0,0,0,0,0,0,Yes,0
101876,62,Female,Single,Master,Employed,2.4,Mortgage,0.0,4633.0,55596.0,40788.0,0.3359,21.4,3,7,1,2,3,0.4139,12332.0,40577.0,36,7.13,Debt Consolidation,Central,2,1,0,0,0,1,0,0,1,Yes,1
101877,38,Male,Widowed,Diploma,Employed,11.4,Mortgage,2.0,2557.0,30684.0,20859.0,0.4174,13.3,13,11,10,2,0,0.31,3480.0,25252.0,72,11.28,Medical,North,1,1,0,0,0,1,0,0,0,Yes,0
101878,42,Male,Married,High School,Employed,0.0,Mortgage,1.0,3095.0,37140.0,27750.0,0.4492,11.4,9,5,4,3,1,0.5448,8498.0,1000.0,72,9.09,Home,East,0,0,0,0,0,0,0,0,0,Yes,1
101879,25,Female,Single,Bachelor,Self-Employed,13.1,Rent,0.0,13457.0,161484.0,83772.0,0.3967,8.2,9,7,3,1,3,0.8695,44553.0,88098.0,36,6.44,Medical,East,1,2,0,0,0,2,1,0,0,Yes,1
101880,35,Male,Married,High School,Unemployed,0.0,Rent,2.0,6268.0,75216.0,32936.0,0.4971,8.0,12,8,4,3,1,0.7127,58517.0,70941.0,36,10.58,Education,West,0,0,0,0,0,0,0,0,1,No,0
101881,57,Female,Single,Bachelor,Employed,18.5,Mortgage,2.0,2937.0,35244.0,5551.0,0.7045,16.6,9,9,3,4,0,0.8019,28740.0,33078.0,72,13.8,Auto,North,0,1,0,0,0,1,0,0,0,Yes,0
101882,64,Female,Divorced,Master,Employed,0.0,Mortgage,,3749.0,44988.0,25684.0,0.3696,20.5,2,7,5,1,1,0.3964,5605.0,16812.0,72,6.61,Personal,West,0,0,0,0,1,0,0,0,0,Yes,0
101883,30,Female,Single,High School,Retired,2.5,Rent,1.0,3344.0,40128.0,21338.0,0.7475,9.2,11,5,4,2,0,0.9199,36762.0,47106.0,36,11.76,Education,West,1,0,0,0,0,0,1,0,0,Yes,0
101884,38,Female,Single,Master,Employed,2.6,Rent,1.0,5347.0,64164.0,14108.0,0.2888,11.3,11,3,9,8,1,1.1681,75202.0,24996.0,48,11.37,Education,East,1,2,0,1,0,3,0,0,0,Yes,1
101885,45,Male,Married,Master,Unemployed,12.6,Rent,0.0,6154.0,73848.0,29881.0,0.5981,19.9,9,9,4,3,2,0.8255,21381.0,49739.0,60,12.89,Education,Central,2,0,0,1,0,1,0,0,0,No,1
101886,48,Female,Married,Master,Self-Employed,9.3,Rent,2.0,18857.0,226284.0,112167.0,0.3224,14.4,13,12,7,2,1,0.2459,52189.0,217336.0,60,9.72,Business,North,0,1,1,0,0,2,0,0,0,Yes,1
101887,35,Male,Married,Bachelor,Unemployed,12.3,Rent,4.0,1583.0,18996.0,10532.0,0.1348,17.4,12,8,2,3,1,0.5258,6365.0,9903.0,84,8.41,Education,South,1,0,0,1,0,1,0,1,0,No,0
101888,50,Male,Married,High School,Employed,12.8,Mortgage,3.0,5377.0,64524.0,29671.0,0.2348,15.8,9,5,5,8,2,0.6152,13646.0,73260.0,84,11.42,Auto,West,2,0,0,0,0,0,0,0,1,Yes,1
101889,39,Male,Single,Bachelor,Self-Employed,17.9,Rent,0.0,4480.0,53760.0,38649.0,1.1583,12.8,12,6,5,4,1,0.5273,27379.0,79624.0,72,6.1,Medical,East,2,0,0,0,0,0,0,0,0,Yes,0
101890,45,Female,Married,Diploma,Unemployed,16.5,Rent,1.0,10176.0,122112.0,72775.0,0.2637,18.1,10,9,4,3,1,0.4285,33193.0,67960.0,24,8.0,Home,North,0,0,0,0,1,0,1,0,0,No,0
101891,52,Male,Single,Bachelor,Employed,20.8,Rent,2.0,6927.0,83124.0,24950.0,0.1891,7.8,11,7,6,4,2,0.2888,12943.0,104099.0,36,6.86,Debt Consolidation,West,2,0,0,0,1,0,0,0,0,Yes,1
101892,45,Female,Married,Diploma,Employed,0.5,Mortgage,2.0,8073.0,96876.0,62666.0,0.3926,13.1,13,4,4,3,2,0.6708,38750.0,66410.0,60,10.55,Personal,North,3,0,0,0,0,0,0,0,0,Yes,0
101893,40,Male,Single,Bachelor,Self-Employed,11.2,Mortgage,2.0,6883.0,82596.0,6049.0,0.7254,13.6,10,4,6,1,1,0.4804,34773.0,76595.0,24,8.95,Education,West,4,0,0,0,0,0,0,0,0,Yes,0
101894,44,Female,Divorced,Bachelor,Self-Employed,16.8,Mortgage,2.0,3001.0,36012.0,19238.0,0.5781,6.5,4,7,4,2,3,0.5232,9982.0,1000.0,12,6.72,Education,Central,3,0,0,0,0,0,0,0,0,Yes,0
101895,44,Female,Married,High School,Retired,9.1,Rent,2.0,12086.0,145032.0,55023.0,0.2759,,12,7,5,2,4,0.6359,79862.0,82278.0,84,9.47,Business,North,1,0,0,0,0,0,0,0,0,Yes,0
101896,41,Female,Single,High School,Employed,9.1,Mortgage,2.0,9242.0,110904.0,29101.0,0.2922,16.1,9,6,2,4,0,0.5631,27480.0,57785.0,24,7.89,Debt Consolidation,West,1,1,0,0,0,1,0,0,0,Yes,0
101897,42,Female,Single,Master,Employed,9.1,Mortgage,1.0,9973.0,119676.0,84018.0,0.2127,7.7,7,10,1,3,4,0.613,28666.0,47943.0,36,8.74,Personal,South,1,0,0,1,0,1,0,0,0,Yes,0
101898,64,Male,Married,Master,Employed,5.9,Own,2.0,12508.0,150096.0,47023.0,0.0749,8.7,6,10,4,4,1,0.6168,57911.0,50250.0,48,9.83,Auto,Central,3,0,0,0,0,0,1,0,0,Yes,1
101899,52,Male,Married,Bachelor,Employed,5.7,Mortgage,3.0,7216.0,86592.0,34495.0,0.2854,16.2,3,4,9,6,0,0.5351,38418.0,90814.0,72,7.68,Debt Consolidation,Central,2,2,2,0,0,4,0,0,0,Yes,0
101900,41,Female,Single,Bachelor,Employed,,Mortgage,2.0,,172824.0,69332.0,0.3541,5.6,12,5,1,2,2,0.8015,98177.0,137018.0,60,7.79,Auto,East,1,2,0,0,1,2,0,0,0,Yes,1
101901,53,Female,Married,High School,Employed,18.1,Own,1.0,7030.0,84360.0,35814.0,0.8923,7.3,13,7,3,7,0,1.2284,109347.0,59626.0,36,12.48,Home,North,4,0,0,0,0,0,0,0,0,Yes,1
101902,41,Other,Married,Diploma,Retired,7.6,Mortgage,0.0,4770.0,57240.0,38501.0,0.3564,18.8,7,5,2,4,0,0.26,13415.0,57863.0,48,5.0,Home,West,1,0,0,1,0,1,0,0,0,Yes,0
101903,59,Male,Single,Master,Employed,7.7,Rent,4.0,5476.0,65712.0,45584.0,0.6239,4.2,12,9,11,5,1,0.5511,23479.0,56181.0,36,11.22,Business,South,1,0,0,0,0,0,0,0,0,Yes,0
101904,49,Male,Married,Diploma,Employed,0.0,Mortgage,1.0,5415.0,64980.0,23927.0,0.5392,6.5,8,4,5,1,2,0.3842,8061.0,15357.0,36,8.33,Debt Consolidation,North,2,0,1,0,0,1,0,0,0,Yes,0
101905,44,Male,Married,Diploma,Employed,6.8,Own,1.0,3924.0,47088.0,,0.1783,8.2,13,10,6,5,3,0.8517,17213.0,71628.0,36,12.06,Medical,South,0,1,1,0,0,2,0,1,0,Yes,0
101906,50,Male,Married,Diploma,Employed,1.2,Mortgage,1.0,15887.0,190644.0,119125.0,0.2489,2.8,7,7,6,1,2,0.7024,120055.0,196418.0,36,9.81,Business,East,0,0,0,0,0,0,0,1,0,Yes,1
101907,26,Female,Single,Bachelor,Employed,8.5,Rent,3.0,6668.0,80016.0,38695.0,0.7853,7.9,7,9,8,2,0,0.7242,50039.0,77954.0,36,7.89,Auto,North,2,0,0,0,0,0,0,0,0,Yes,1
101908,31,Other,Single,Diploma,Self-Employed,7.3,Own,2.0,5849.0,70188.0,19883.0,0.7567,15.2,9,7,7,2,1,0.8912,69265.0,85084.0,60,9.67,Education,Central,2,1,0,0,0,1,0,0,0,Yes,0
101909,31,Female,Divorced,Bachelor,Retired,6.0,Rent,2.0,7079.0,84948.0,35225.0,0.4291,12.1,11,3,10,3,1,0.2669,14146.0,38691.0,60,7.64,Business,East,0,0,0,0,0,0,0,0,0,Yes,0
101910,47,Female,Married,Bachelor,Employed,3.7,Mortgage,2.0,38155.0,457860.0,141832.0,0.1363,5.5,14,8,6,4,0,0.7949,303813.0,123151.0,36,11.15,Medical,East,3,1,0,0,0,1,0,0,0,Yes,0
101911,66,Male,Single,Bachelor,Employed,9.3,Rent,3.0,2636.0,31632.0,,0.0432,15.0,7,10,5,2,0,0.9856,19981.0,20024.0,60,11.26,Business,Central,2,0,0,0,0,0,0,0,0,Yes,0
101912,72,Female,Divorced,High School,Employed,4.9,Mortgage,1.0,3176.0,38112.0,20900.0,0.2576,27.7,13,7,6,3,1,0.0872,1009.0,14507.0,60,12.73,Personal,North,2,0,0,1,1,1,0,0,0,Yes,1
101913,53,Female,Single,Bachelor,Self-Employed,6.5,Own,0.0,2242.0,26904.0,4047.0,0.5213,9.7,8,9,9,0,2,0.2268,5332.0,6246.0,36,8.82,Auto,South,3,0,0,0,0,0,0,0,0,Yes,0
101914,51,Male,Married,Bachelor,Employed,9.6,Mortgage,1.0,4728.0,56736.0,21041.0,0.5089,22.3,12,6,2,3,1,0.703,34105.0,10923.0,12,8.88,Business,West,1,0,0,0,0,0,0,0,1,Yes,1
101915,23,Female,Single,Diploma,Employed,9.5,Own,3.0,6452.0,77424.0,32083.0,0.9936,6.1,8,9,6,1,2,0.6034,42171.0,59099.0,36,8.85,Business,North,2,0,0,0,0,0,0,0,0,Yes,1
101916,38,Female,Single,High School,Employed,14.3,Rent,1.0,4064.0,48768.0,12945.0,0.6728,8.8,10,3,5,2,1,0.7921,14250.0,48650.0,60,5.0,Home,North,0,1,0,1,0,2,0,0,0,Yes,0
101917,36,Male,Married,Diploma,Retired,2.8,Own,3.0,3873.0,46476.0,26596.0,0.3474,18.0,9,7,4,0,1,1.2435,53345.0,42986.0,60,13.11,Medical,South,1,0,0,0,0,0,0,0,0,Yes,0
101918,38,Female,Single,High School,Employed,6.6,Rent,2.0,6033.0,72396.0,36433.0,0.2449,7.3,13,6,6,5,1,0.5271,27607.0,16930.0,72,5.0,Home,West,1,0,0,0,0,0,0,0,0,Yes,1
101919,43,Female,Single,Master,Employed,0.0,Rent,3.0,3968.0,47616.0,15746.0,0.724,12.2,9,3,6,2,3,0.7051,34037.0,55155.0,72,6.88,Auto,South,2,1,0,0,0,1,0,0,1,Yes,0
101920,39,Male,Divorced,Bachelor,Employed,4.9,Own,4.0,6729.0,80748.0,37257.0,0.7337,18.4,9,8,7,2,2,0.5902,41822.0,90191.0,36,12.2,Personal,Central,1,0,0,0,0,0,0,0,0,Yes,0
101921,21,Other,Single,High School,Unemployed,8.1,Rent,0.0,,136176.0,85493.0,0.1739,8.7,12,5,6,2,2,1.1866,63558.0,134799.0,36,14.41,Business,North,1,1,0,0,0,1,0,0,0,No,1
101922,54,Female,Single,Diploma,Employed,14.5,Mortgage,1.0,8540.0,102480.0,58906.0,0.181,17.4,9,7,4,0,0,0.9922,87486.0,80627.0,36,12.52,Personal,East,2,0,0,0,0,0,0,0,0,Yes,0
101923,32,Male,Widowed,Master,Employed,0.2,Mortgage,1.0,9751.0,117012.0,28244.0,0.4777,15.7,8,3,7,4,0,0.8019,100381.0,76502.0,60,11.34,Personal,North,3,0,1,0,0,1,0,1,0,Yes,1
101924,48,Male,Married,Bachelor,Retired,13.2,Own,2.0,11141.0,133692.0,56530.0,0.4152,1.4,5,9,5,4,1,0.4434,44323.0,162049.0,60,9.8,Personal,North,2,0,0,0,1,0,0,0,0,Yes,1
101925,70,Male,Divorced,High School,Self-Employed,6.6,Rent,,6610.0,79320.0,38324.0,0.3853,10.6,5,3,3,1,1,0.176,13677.0,36472.0,12,10.99,Debt Consolidation,North,1,0,0,0,2,0,0,0,1,Yes,0
101926,34,Male,Divorced,Diploma,Unemployed,12.1,Rent,1.0,4961.0,59532.0,30432.0,0.2397,15.3,13,6,3,3,2,0.1752,4579.0,9320.0,60,9.32,Home,South,0,0,0,0,0,0,1,0,0,No,0
101927,21,Female,Married,Bachelor,Employed,15.5,Rent,4.0,3329.0,39948.0,17347.0,0.1091,12.3,6,4,4,2,2,0.5127,22858.0,15056.0,48,7.6,Business,South,0,0,0,0,0,0,0,0,0,Yes,0
101928,42,Male,Married,Bachelor,Employed,5.2,Rent,,4265.0,51180.0,18026.0,0.3947,26.5,19,8,7,3,1,0.6669,35653.0,4706.0,48,6.98,Business,East,1,2,0,0,0,2,0,0,0,Yes,0
101929,58,Female,Single,High School,Employed,7.8,Rent,4.0,3913.0,46956.0,17954.0,0.2244,17.6,12,5,5,3,2,0.5043,9709.0,44558.0,60,6.08,Auto,North,0,0,0,0,0,0,0,0,0,Yes,0
101930,69,Female,Single,Diploma,Employed,20.8,Own,1.0,8849.0,106188.0,50693.0,0.5973,11.1,13,7,4,1,0,0.8412,53596.0,60488.0,60,10.06,Personal,East,0,1,0,0,0,1,0,0,0,Yes,0
101931,30,Male,Married,Bachelor,Employed,0.0,Mortgage,1.0,,82692.0,16479.0,0.6601,16.5,3,6,7,1,3,0.7098,29724.0,21250.0,60,12.35,Auto,East,0,0,1,0,0,1,1,0,0,Yes,0
101932,51,Male,Single,Master,Employed,0.0,Mortgage,0.0,8651.0,103812.0,73908.0,1.0206,20.7,6,10,3,3,1,1.1476,97648.0,87695.0,36,11.07,Medical,Central,0,0,0,0,0,0,0,0,0,Yes,1
101933,39,Male,Single,Master,Employed,0.0,Mortgage,1.0,2587.0,31044.0,9687.0,0.3005,10.3,14,8,5,4,1,0.7371,18168.0,23723.0,60,11.19,Medical,West,1,1,0,0,0,1,0,0,0,Yes,0
101934,44,Female,Single,Bachelor,Employed,16.7,Mortgage,3.0,13949.0,167388.0,65229.0,0.8973,8.7,10,7,4,1,1,0.6671,54713.0,43496.0,60,7.82,Business,West,0,0,0,0,0,0,0,0,0,Yes,0
101935,77,Male,Single,Diploma,Self-Employed,0.0,Mortgage,0.0,4167.0,50004.0,16897.0,0.5212,11.4,9,9,4,2,0,0.444,25219.0,39438.0,60,9.46,Debt Consolidation,North,3,0,0,0,0,0,0,0,0,Yes,0
101936,27,Female,Married,Master,Self-Employed,10.5,Rent,2.0,2691.0,32292.0,12921.0,0.451,15.3,5,9,2,2,2,1.468,55100.0,21293.0,60,10.86,Auto,Central,1,0,0,0,0,0,0,0,0,Yes,1
101937,48,Male,Divorced,Master,Employed,14.5,Own,0.0,4134.0,49608.0,33716.0,0.3572,9.5,7,10,4,2,1,0.0439,1060.0,44659.0,60,10.81,Education,East,2,0,0,0,0,0,0,0,0,Yes,0
101938,51,Female,Married,Master,Retired,6.5,Own,1.0,27638.0,331656.0,96469.0,1.1724,17.1,9,7,1,8,0,0.8461,170337.0,310193.0,60,7.56,Home,South,1,0,0,0,0,0,1,0,0,Yes,0
101939,58,Female,Single,High School,Employed,9.8,Mortgage,4.0,4275.0,51300.0,14897.0,0.4848,12.0,13,6,10,2,1,0.7416,26332.0,37875.0,60,9.83,Business,East,1,0,1,0,0,1,0,0,0,Yes,1
101940,46,Male,Married,Bachelor,Employed,18.3,Mortgage,2.0,4452.0,53424.0,26212.0,0.262,12.2,8,11,4,3,0,0.2696,8275.0,25459.0,72,10.63,Education,West,1,0,1,0,0,1,0,0,0,Yes,0
101941,49,Male,Single,Bachelor,Employed,5.0,Own,1.0,4854.0,58248.0,28648.0,0.0738,17.9,8,7,3,1,1,0.3585,19183.0,54868.0,36,10.19,Auto,South,1,0,0,0,0,0,0,0,0,Yes,0
101942,40,Female,Single,Bachelor,Self-Employed,7.7,Mortgage,1.0,,59928.0,11407.0,0.2244,14.0,11,5,7,4,0,0.8543,51454.0,46543.0,24,11.23,Business,West,1,1,0,0,0,1,0,0,0,Yes,0
101943,48,Male,Single,Bachelor,Unemployed,5.0,Rent,2.0,3309.0,39708.0,22800.0,0.0809,20.1,4,5,4,2,3,0.0677,2579.0,30693.0,24,9.6,Debt Consolidation,Central,1,0,0,0,0,0,0,0,0,No,0
101944,41,Male,Single,Master,Employed,11.1,Own,,6037.0,72444.0,37005.0,0.151,15.5,7,9,9,0,0,0.1423,7790.0,61388.0,36,9.35,Business,West,2,1,0,0,0,1,0,0,0,Yes,1
101945,52,Female,Married,Diploma,Employed,5.4,Rent,1.0,11066.0,132792.0,52927.0,0.898,5.7,7,5,3,2,1,0.5024,43345.0,169341.0,48,8.49,Personal,Central,1,1,0,0,0,1,0,1,0,Yes,0
101946,41,Male,Married,Master,Retired,0.1,Mortgage,3.0,6747.0,80964.0,37231.0,0.1457,5.9,11,9,6,5,2,0.2034,9626.0,17019.0,36,6.34,Home,East,0,1,0,0,0,1,0,0,0,Yes,0
101947,50,Female,Married,Master,Self-Employed,5.1,Rent,1.0,2671.0,32052.0,19679.0,0.4258,5.3,12,7,4,0,1,1.0649,27565.0,1000.0,84,12.5,Business,North,0,0,0,0,0,0,0,0,0,Yes,0
101948,45,Female,Divorced,Bachelor,Employed,2.4,Own,2.0,4397.0,52764.0,13079.0,0.4103,20.7,10,8,1,7,1,0.9516,53218.0,19661.0,84,11.29,Debt Consolidation,West,1,0,0,1,1,1,1,0,0,Yes,1
101949,59,Female,Single,High School,Employed,11.1,Own,1.0,3843.0,46116.0,27295.0,0.4976,11.1,8,6,6,3,1,0.3928,11328.0,15097.0,72,6.79,Personal,East,1,0,0,0,0,0,0,0,1,Yes,0
101950,44,Other,Divorced,Master,Self-Employed,0.0,Mortgage,1.0,,68316.0,27536.0,0.07,1.0,9,4,7,3,1,0.5345,30598.0,23513.0,84,10.56,Personal,North,1,0,0,1,0,1,0,0,0,Yes,1
101951,24,Male,Single,Bachelor,Employed,,Mortgage,1.0,13060.0,156720.0,57861.0,0.8486,13.4,15,9,3,3,0,0.8742,96030.0,180063.0,72,12.25,Auto,Central,0,1,1,0,0,2,0,0,0,Yes,1
101952,60,Other,Married,Diploma,Retired,14.7,Rent,0.0,,59916.0,26204.0,0.2196,9.9,11,5,3,4,1,0.9945,41073.0,40022.0,84,8.56,Business,South,2,2,0,0,0,2,0,0,1,Yes,0
101953,34,Female,Widowed,Bachelor,Retired,5.3,Mortgage,2.0,5194.0,62328.0,32822.0,0.5007,14.4,5,9,8,4,2,0.5174,23352.0,78914.0,72,7.83,Debt Consolidation,North,0,0,1,1,0,2,0,0,0,Yes,0
101954,37,Female,Divorced,Bachelor,Employed,0.0,Mortgage,1.0,17465.0,209580.0,116038.0,0.6159,5.1,7,10,4,4,0,0.4499,108978.0,205332.0,72,5.0,Business,Central,1,0,0,0,0,0,1,1,0,Yes,1
101955,38,Female,Married,Bachelor,Retired,13.6,Mortgage,2.0,9721.0,116652.0,66209.0,0.3871,11.0,7,6,11,4,3,0.334,33786.0,52891.0,48,11.17,Auto,North,1,0,1,0,0,1,0,0,0,Yes,0
101956,61,Male,Married,Bachelor,Employed,23.5,Own,0.0,7988.0,95856.0,14019.0,0.0977,20.5,12,5,4,3,2,0.7238,54681.0,64015.0,36,8.87,Business,West,0,0,0,0,0,0,0,0,0,Yes,1
101957,21,Female,Married,Diploma,Self-Employed,3.3,Rent,0.0,19639.0,235668.0,92876.0,0.086,5.6,14,4,4,1,1,0.4368,105868.0,60930.0,72,7.39,Personal,East,1,0,0,0,0,0,0,0,1,Yes,0
101958,83,Male,Married,Bachelor,Employed,15.4,Rent,,7562.0,90744.0,57919.0,0.2572,8.8,10,5,3,3,1,0.2875,24023.0,59094.0,36,5.0,Debt Consolidation,East,4,1,0,0,0,1,0,0,0,Yes,0
101959,58,Male,Divorced,Diploma,Employed,7.9,Rent,1.0,1512.0,18144.0,7648.0,0.3398,16.8,14,11,5,6,1,0.4402,8006.0,6195.0,48,6.8,Medical,East,2,0,0,1,1,1,0,0,0,Yes,0
101960,48,Female,Married,Master,Employed,0.0,Own,2.0,9450.0,113400.0,73049.0,0.7047,19.4,16,9,5,1,0,0.4286,54360.0,70830.0,60,11.08,Debt Consolidation,East,2,0,0,0,1,0,0,0,0,Yes,0
101961,44,Female,Married,Diploma,Self-Employed,11.3,Mortgage,4.0,1954.0,23448.0,1000.0,0.6708,10.8,7,9,6,2,1,0.6896,10059.0,13343.0,60,9.04,Education,West,0,1,0,0,0,1,0,1,0,Yes,0
101962,48,Female,Married,Master,Self-Employed,9.0,Mortgage,2.0,7378.0,88536.0,54888.0,0.7722,8.3,13,8,6,1,0,0.4808,21569.0,29043.0,60,7.17,Education,Central,1,2,0,0,0,2,0,0,0,Yes,0
101963,51,Female,Married,Doctorate,Employed,10.3,Mortgage,1.0,1805.0,21660.0,3520.0,0.5943,4.1,18,5,7,4,2,0.3738,8085.0,11696.0,48,7.3,Personal,South,3,1,0,0,0,1,0,0,0,Yes,0
101964,53,Female,Divorced,Bachelor,Employed,12.5,Mortgage,1.0,4060.0,48720.0,28514.0,0.5555,22.2,8,5,7,3,0,0.1984,4638.0,38894.0,60,6.91,Medical,East,0,0,0,0,0,0,0,0,0,Yes,0
101965,52,Female,Single,Bachelor,Self-Employed,7.5,Mortgage,2.0,4342.0,52104.0,28327.0,0.1878,16.9,12,8,4,1,0,0.5093,13575.0,31872.0,60,7.36,Business,South,0,0,1,0,0,1,0,0,0,Yes,1
101966,46,Male,Married,Bachelor,Employed,15.0,Rent,1.0,3334.0,40008.0,,0.246,14.8,9,6,5,4,0,0.163,2788.0,43056.0,60,10.1,Education,Central,0,0,1,0,0,1,0,0,0,Yes,0
